Consumption saved (%/initial) cumulated,Cost (Billion euro) cumulated
0.00494237444240931,0.7470915640164305
0.00538514531037603,0.8141895496961847
0.020391873584411233,3.0883257038093355
0.020519451798414527,3.1076590470700425
0.022367142152786523,3.4614361497193205
0.031709808721290006,5.250275660518646
0.03251087245349418,5.4040414970859665
0.03601953009111836,6.245909090119264
0.0441758570481752,8.217254010245828
0.045981554374832485,8.681921349780378
0.04602776077986824,8.693841034615811
0.05146291262228009,10.095925809316235
0.0516232758176982,10.13729407302573
0.060733839435152204,12.79320399861692
0.07827473610270116,17.91800284623653
0.07861741358274288,18.018243861564166
0.07980670445388485,18.36613869383809
0.12011505857839275,30.157255936601747
0.12352840336705131,31.269857572562834
0.1242034573461168,31.489895748596457
0.13078518978493248,33.636753037276485
0.13533241319094372,35.11998557570041
0.13562254325397097,35.21478761203855
0.1362574085648168,35.4224144571668
0.14334013705493268,37.74852760705198
0.14339547660711652,37.7667022498077
0.14680143071177076,39.024379572948305
0.164023306375145,45.383702634341
0.19721225658928423,57.6545447975637
0.22014202054392962,66.1322915329075
0.30323067468396203,96.88115724215953
0.35495309215251997,116.02222632504767
0.3571047643894228,116.81948334223095
0.36180584413144723,118.56556354923947
0.36307661326081975,119.08460447489855
0.38903054149088606,131.09066387665644
0.3984548618341627,135.45564416791342
0.41090282728335753,141.2441641420113
0.42114292597098657,149.23824698273052
0.4227313129797621,150.6798222219531
0.4252032995381493,152.92850987314307
0.4462202580004281,173.74682009488842
0.4934147426990558,220.49523162050718
0.5130993225117467,240.05715352789736
0.5132531242328322,240.20999688476482
0.5162566488711781,243.66171133305514
0.5183317404466836,246.04645074263183
0.5230153787763883,251.43071889882629
0.5305393350093002,260.0801907627272
0.5308316107910653,260.4169547898322
0.5340934801338247,264.18983508078475
0.5341189661296472,264.21931376347544
0.5342731892267643,264.39892525755033
0.5342866891655272,264.41464757292636
0.5365423003818418,267.06114970492536
0.5496681216467592,283.2853516483169
0.5504412830177104,284.3624446964858
0.5519316940846177,286.44078521505827
0.5519909162635185,286.5235001169688
0.5521964517913486,286.81056910597175
0.5591626188090006,296.54013043337403
0.5614821603593662,299.7820969516129
0.5639943196738492,303.30814162617844
0.5663445348999383,306.68537426863594
0.5695131424226243,311.2491451586102
0.5702879866278845,312.36556884271704
0.5708681956810853,313.2621830777209
0.5717712929704115,314.66079572260907
0.5727499045097489,316.1819621629605
0.5776796776971078,324.8765285842898
0.5779687215209067,325.38657430855994
0.5794302435032282,327.9655709057286
0.5813773360111936,331.4036852727822
0.5841955925112171,336.3800734634483
0.5912554510812656,348.85014602705076
0.5956501901224543,356.61272571585937
0.5960220462424838,357.2705905205832
0.596835726643562,358.7113865119112
0.6016010555330711,367.154164257649
0.6123018066319282,386.11278502336427
0.6213775038038324,402.25450552034374
0.6214484150378222,402.3806257838871
0.6214859093779299,402.44789142731963
0.6219142441546497,403.21633312486136
0.624662609318872,408.59603124080667
0.6263734577114861,411.94487585367995
0.6282289336433091,415.58716384362
0.6323954846992224,423.7660782720678
0.632760940849203,424.4871319139138
0.633635990752103,426.21362610293335
0.6364610768228393,431.78758784893455
0.6365169566290068,431.89832464046225
0.6365218480750706,431.90801799983825
0.6373396822097013,433.53967947216336
0.6375548364581863,433.9697004020133
0.6375647457276227,433.990081434853
0.6377931763299055,434.45990937087055
0.6377940437390879,434.46169342721754
0.6399992914294964,439.330700087772
0.6416280205345433,442.93250834413135
0.6446012231115289,449.5121648893078
0.6467582668407041,454.2886215153703
0.6534855015272725,469.23890977214035
0.6572785840638936,477.673022770671
0.6616800412884078,487.54118578313006
0.6758900828582753,519.4004086432928
0.6777283090054295,523.5217517232279
0.6819591794008666,533.043048577869
0.6819954026524564,533.1245668561791
0.682409216533091,534.0558304399158
0.6884464725188362,547.7776196411402
0.689304963644496,549.8781516007347
0.6904625592855271,552.7166728474328
0.6907431275209878,553.4049872417887
0.6933637214674595,559.8546720497615
0.6938574471713019,561.070075398938
0.6944100091301586,562.4421480860897
0.695336769499415,564.7575006676781
0.6990008477778252,574.9786824720734
0.7122021368010656,611.8432960160083
0.7263664768801107,651.6407448219181
0.7304541545804962,663.179469306859
0.7316652916407759,666.6579523270448
0.7317349548707037,666.9268196516349
0.7318561685065568,667.7135215436784
0.7318814268343002,667.8792876881287
0.731893832507624,667.9632204103063
0.732503531030493,672.4597907215588
0.7326899881419076,673.8538348473935
0.7339711211997122,686.7742080618979
0.7343679428645267,690.7761998751372
0.734533671604535,692.4475931470791
0.7356432905062507,703.770268242769
0.7357409582284151,704.7670513490929
0.7357590967266703,704.9531654351765
0.736037379314915,707.808545679757
0.7360855265706198,708.3025712802713
0.7360989606232737,708.4440024636829
0.7364086452835377,711.7043044078265
0.7364098212350751,711.7166846047679
0.736483282645688,712.4949971266853
0.7364834149197469,712.4963985503113
0.7364849260166045,712.5124083927076
0.7377635493238103,728.65209559771
0.7381842455215143,734.0190537579001
0.7384076952546546,736.8893596987552
0.7384626637731562,738.7129247888907
0.7384969337023547,739.8632345972118
0.7385580832995206,741.9271787095616
0.7385749017410526,742.5096175053741
